0.0,0.09127670526504517,0.08260933309793472
1.0,0.07009676843881607,0.06665322929620743
2.0,0.06193093955516815,0.06063064932823181
3.0,0.05701290816068649,0.05914692208170891
4.0,0.05546611174941063,0.05485576018691063
5.0,0.053370729088783264,0.05378696322441101
6.0,0.0523558035492897,0.053313590586185455
7.0,0.05097894370555878,0.05298987403512001
8.0,0.050028275698423386,0.05295060575008392
9.0,0.04956391453742981,0.05453113839030266
10.0,0.04887126013636589,0.05402287095785141
11.0,0.048210542649030685,0.05288359895348549
12.0,0.04739479348063469,0.05381486192345619
13.0,0.04684280976653099,0.051259659230709076
14.0,0.04611409455537796,0.051229625940322876
15.0,0.0452580600976944,0.04949882626533508
16.0,0.044431500136852264,0.048366572707891464
17.0,0.04408162087202072,0.047978725284338
18.0,0.04366978630423546,0.04616613686084747
19.0,0.04314437508583069,0.04483301565051079
20.0,0.04277775436639786,0.04507778584957123
21.0,0.04240359365940094,0.04494886472821236
22.0,0.04225114732980728,0.044821370393037796
23.0,0.04197734594345093,0.04462917521595955
24.0,0.04177272692322731,0.04394833743572235
25.0,0.04146295413374901,0.04391007125377655
26.0,0.041296277195215225,0.04310758784413338
27.0,0.0405799075961113,0.04260914772748947
28.0,0.04039359837770462,0.04165997728705406
29.0,0.03988824412226677,0.04217791557312012
30.0,0.039768196642398834,0.04135246202349663
31.0,0.03922693803906441,0.04171009734272957
32.0,0.03919156640768051,0.041241876780986786
33.0,0.03924580663442612,0.04137125983834267
34.0,0.038976460695266724,0.04083885997533798
35.0,0.03900699317455292,0.04255536571145058
36.0,0.03846991807222366,0.04177044332027435
37.0,0.03814562410116196,0.041770149022340775
38.0,0.03818231821060181,0.0427279956638813
39.0,0.03809109702706337,0.043470025062561035
40.0,0.0378289669752121,0.04226411134004593
41.0,0.03784829005599022,0.04369940608739853
42.0,0.03737138956785202,0.043892987072467804
43.0,0.037425700575113297,0.04319135099649429
44.0,0.0374448299407959,0.043279170989990234
45.0,0.037144169211387634,0.044547535479068756
46.0,0.036838777363300323,0.04393265023827553
47.0,0.03647322580218315,0.04330405592918396
48.0,0.03647470474243164,0.04289550706744194
49.0,0.036347635090351105,0.0426228865981102
50.0,0.03622658923268318,0.04275069385766983
51.0,0.03578849509358406,0.04246633127331734
52.0,0.03573329374194145,0.042410921305418015
53.0,0.035625606775283813,0.04222634434700012
54.0,0.03560428321361542,0.042034219950437546
55.0,0.03547573462128639,0.0405808761715889
56.0,0.035655081272125244,0.04142802953720093
57.0,0.03565924987196922,0.04247391223907471
58.0,0.03534078225493431,0.04167830944061279
59.0,0.03529144451022148,0.04140286147594452
